.920,0.341925564,2.7404513,0.173002607,0.813218144,2.76041384,0.167388428,0.016398245,2.77091201,0.914152179,0.737040945,0.737548806,0.74666808
.920,0.340007924,5.75150743,0.196650273,0.775116902,5.77126482,0.207490543,0.0190318774,5.74392892,0.588662681,0.735148344,0.735082854,0.745362682
.920,0.343650036,8.71077082,0.180736878,0.781460854,8.74341129,0.186908913,0.018465167,8.7508594,0.569827205,0.731400687,0.731804916,0.743525122
.920,0.33287501,0.438161531,0.178496462,0.771140027,0.46769848,0.174705404,0.0173460311,0.489461712,0.815756535,0.73627452,0.736333535,0.746688275
.920,0.367041527,4.28156096,0.178051328,0.796208019,4.30754573,0.190738668,0.0170816473,4.26976979,0.884660332,0.740594383,0.741016542,0.751813358
.920,0.328677002,7.30840279,0.190566498,0.837842102,7.33745669,0.182383645,0.0158154109,7.29778548,0.903638312,0.741575189,0.742505209,0.75118804
.920,0.337767611,1.11419592,0.200108226,0.76372699,1.14299547,0.198635071,0.0140550383,1.11883779,1.77716823,0.739162533,0.73907215,0.748979227
.920,0.350418218,4.09008546,0.195809854,0.773312564,4.12113511,0.20677846,0.0168498939,4.14965387,0.795816972,0.741236099,0.742466528,0.751529298
.920,0.356803815,8.48602455,0.190420868,0.812626046,8.50482953,0.186465881,0.0152203413,8.53365357,1.1732606,0.737631333,0.738572444,0.748599579
.920,0.319049698,0.804685574,0.171512513,0.759568821,0.83546921,0.169456188,0.0129816342,0.835304919,1.75596002,0.737633727,0.73830455,0.74695345
.920,0.339806522,3.87605236,0.187823507,0.783231693,3.89448876,0.193294912,0.0175711169,3.88414349,0.912807253,0.736101403,0.737334552,0.74558094
.920,0.346498191,6.86152988,0.209338783,0.818939338,6.88685876,0.196862069,0.0158412206,6.90925964,1.2859556,0.736629468,0.739389189,0.747702266
.927,0.301588694,4.53137686,0.22219479,0.719197278,4.56150836,0.218298267,0.0182307693,4.54108611,0.704661943,0.735502025,0.73769936,0.745472261
.927,0.326394464,7.53836781,0.191246293,0.844418072,7.56444525,0.189817903,0.0165463954,7.52604811,0.895214478,0.731940119,0.734836512,0.74302894
.927,0.310650449,1.58827888,0.189256544,0.769464005,1.60658301,0.176429853,0.017286152,1.6599884,0.843875273,0.729334978,0.732280006,0.741797133
.927,0.310196992,4.57768208,0.203963724,0.757039414,4.60431166,0.18796151,0.0175422153,4.56954485,0.935789683,0.733565274,0.73714093,0.746379234
.927,0.340258035,7.63363181,0.212064619,0.83145678,7.6557523,0.205227059,0.0182843362,7.69177766,0.880845285,0.731661387,0.733191182,0.743732282
.927,0.36111119,1.93736246,0.195586077,0.823898846,1.96809225,0.197047315,0.0153318219,1.93224978,1.66081661,0.734260814,0.73681387,0.745617638
.927,0.354005161,4.98657518,0.202229461,0.762538539,5.02119189,0.199705807,0.017626246,5.02385106,0.887455371,0.732090891,0.734742876,0.743927219
.927,0.304488618,0.820078499,0.162758715,0.810380652,0.844054178,0.153884896,0.0149345096,0.789852422,1.34254166,0.728269689,0.732456923,0.740794032
.927,0.335933773,3.8492866,0.200567045,0.774067571,3.87544572,0.201323825,0.0183837074,3.8770049,0.870265757,0.729591264,0.732346408,0.741226035
.927,0.348853538,6.8706072,0.204352765,0.840863041,6.8919472,0.199689224,0.0173193164,6.87014634,0.999744063,0.726816605,0.729830363,0.738100879
.934,0.33837233,4.69558105,0.191444636,0.831304463,4.71270396,0.199367751,0.0206378039,4.69724357,0.558975622,0.729041053,0.735123977,0.742456107
.934,0.323148809,7.74549199,0.204499273,0.763404253,7.759271,0.202280793,0.018045877,7.74585317,0.825124551,0.72871996,0.733120896,0.740599144
