.934,0.308234857,2.16980516,0.170764646,0.77365481,2.18723246,0.156905046,0.0166786478,2.1546092,0.898955938,0.732987582,0.738094756,0.74370503
.934,0.347652198,5.18674821,0.176479561,0.751414135,5.21325233,0.18900309,0.0145579144,5.18713326,1.55755283,0.732717744,0.736456721,0.742848379
.934,0.301846447,8.2138769,0.180560025,0.759822343,8.22895481,0.181195761,0.0201980377,8.21025698,0.558648362,0.732511841,0.735780007,0.742407179
.934,0.339787048,1.267005,0.214082996,0.737370016,1.2899242,0.213920066,0.0164533819,1.32111434,0.968785647,0.727438525,0.732040315,0.740136923
.934,0.306455063,6.11367144,0.221947404,0.785338899,6.14045975,0.195564644,0.0179392912,6.12500249,0.876789211,0.727604169,0.733639866,0.739873856
.934,0.352699246,9.13905265,0.203606257,0.84721847,9.14774339,0.206779078,0.0208146698,9.12042183,0.654131468,0.73102247,0.736107457,0.74307898
.934,0.338152925,9.09203584,0.199529132,0.83110179,9.11509323,0.183780574,0.0198953892,9.1054302,0.644894652,0.731759762,0.73498145,0.743425444
.941,0.303658153,1.6535476,0.198178484,0.74077348,1.66359356,0.190699497,0.0168903206,1.66146759,0.89896299,0.732089303,0.737502781,0.744227174
.941,0.339268075,4.64695997,0.180865528,0.813651585,4.65601321,0.170939589,0.0198956802,4.64440579,0.458216508,0.728507771,0.733261115,0.739046947
.941,0.306142804,7.65877712,0.200851357,0.777750642,7.68344588,0.176393558,0.0145692696,7.69687666,1.26206669,0.731320382,0.736334151,0.741835948
.941,0.362711347,1.94458058,0.189935503,0.814668503,1.96022909,0.179827481,0.0332550987,3.67090614,3.39596902,0.736617737,0.741965274,0.748178914
.941,0.352157067,3.39794023,0.178145158,0.796949638,3.4109567,0.183760651,0.0166593137,3.37891806,0.845457401,0.737593244,0.743820886,0.749480358
.941,0.339349687,2.40472633,0.188723093,0.816925313,2.41729144,0.195841432,0.0158087672,2.41513736,1.23376288,0.741751353,0.74745209,0.751830801
.941,0.360835502,5.39108362,0.162274261,0.86820724,5.41878485,0.163956625,0.017408266,5.40433116,0.780869566,0.748207325,0.753730644,0.756690346
.941,0.352360801,3.32687616,0.184872665,0.786324665,3.34988412,0.195634978,0.0174850524,3.35063462,0.864084453,0.737525,0.743659005,0.747110871
.941,0.33238537,6.33634152,0.181059356,0.80994168,6.35154717,0.178590879,0.0160070388,6.32298429,1.15272642,0.739986063,0.746270796,0.749934249
.941,0.356943675,9.29693027,0.181187419,0.855961616,9.30813624,0.186133369,0.0199106522,9.32998087,0.642856817,0.737382243,0.743626536,0.74753032
.913,0.314108815,4.53810993,0.193809809,0.759795483,4.56251373,0.176690969,0.0178883295,4.53979462,1.01162131,0.730473667,0.732152786,0.741368871
.913,0.340664647,7.55504448,0.219714793,0.807919401,7.58185259,0.203010097,0.0158638619,7.55343079,1.66704736,0.728046116,0.72954999,0.738785103
.913,0.343447458,0.824340094,0.20109422,0.767471706,0.850763031,0.199026533,0.0164981921,0.801906725,1.36900237,0.726563185,0.72836733,0.738647407
.913,0.318927466,3.8353386,0.209300906,0.720222159,3.87393631,0.194145653,0.0185321727,3.87018931,0.944346075,0.727545532,0.728661244,0.740305537
.913,0.341089731,6.87288839,0.211406368,0.825430637,6.9032897,0.197024712,0.0179487807,6.83982465,1.10824909,0.726637642,0.72779302,0.738859721
.913,0.327353528,1.09520713,0.179581302,0.784427328,1.12294298,0.191321615,0.013749009,1.02181195,1.9073844,0.72585484,0.727525387,0.738407567
.913,0.310437742,1.10707811,0.240369896,0.712721427,1.13688719,0.247246958,0.0207460521,1.13089892,0.693820931,0.731077842,0.732130782,0.74143215
.913,0.363493295,8.09122797,0.191950952,0.765424244,8.11061433,0.199806811,0.0150586756,8.11769541,1.71081515,0.728753023,0.729263831,0.739346797
.906,0.313680747,0.328412745,0.19752087,0.783301145,0.365279415,0.193851665,0.0158149198,0.349179269,1.2722773,0.733376405,0.73512931,0.745086895
.906,0.297939749,3.40369067,0.219397949,0.722895057,3.44086542,0.193312059,0.0173724235,3.38067772,0.8405873,0.734315955,0.734977761,0.744422383
.906,0.347840642,6.44416241,0.190332633,0.82090909,6.47414693,0.19261784,0.0147163121,6.43461389,1.38220452,0.733266721,0.733189355,0.743996143
.906,0.310537089,1.18142981,0.22828979,0.805433302,1.20417566,0.206471312,0.0174715787,1.16462831,0.902111089,0.732963776,0.733871577,0.745534915
.906,0.295380621,5.97903517,0.207962263,0.738658637,6.01617268,0.204753231,0.0171926879,6.03807702,1.0431701,0.734706373,0.735828428,0.747513985
.906,0.374496251,8.95490898,0.180309095,0.765100425,8.98030437,0.193726785,0.0175488968,8.95752298,0.993507408,0.734382612,0.735668134,0.74721403
.906,0.308337766,1.74124737,0.185726654,0.734787198,1.76863194,0.180983711,0.0165965952,1.72676646,1.01152434,0.732798721,0.733132005,0.743643134
.906,0.312206417,4.74782022,0.218349636,0.748673655,4.78477966,0.209730561,0.0159975416,4.75824553,1.62821859,0.736929392,0.73609003,0.747177664
.906,0.370506368,1.92538653,0.178653935,0.794431764,1.95817073,0.189529828,0.0146040313,1.97587474,1.6190122,0.734274591,0.733987385,0.743732252
.906,0.31929,4.91436398,0.213256835,0.78965273,4.94844291,0.204327703,0.0184117622,4.96598063,0.823831845,0.729708697,0.729492866,0.739521527
.906,0.345160496,7.94817552,0.153901813,0.746217297,7.98001562,0.18202174,0.0173621478,7.94781372,1.03048603,0.732363861,0.732336871,0.741598995
.899,0.339225387,2.68392008,0.196599465,0.846700671,2.72859717,0.18532252,0.0197347208,2.75081931,0.713942704,0.735860977,0.734930094,0.746115614
.899,0.341152377,5.68545452,0.220228315,0.774962858,5.71956872,0.222554416,0.021912656,5.72597032,0.506370133,0.733370465,0.732302945,0.742438102
.899,0.309161105,8.69707242,0.174702771,0.703427682,8.72844831,0.184861123,0.0190745178,8.56794918,1.35780978,0.730101,0.731442733,0.741499933
.899,0.299843308,6.35013709,0.188919055,0.680763925,6.39577813,0.19223332,0.018467964,6.40621333,0.803926083,0.727935967,0.728810583,0.739100987
.899,0.319508334,9.31739778,0.180249432,0.720308415,9.35918686,0.201182192,0.0182044368,9.38424381,0.715926322,0.729449257,0.728958164,0.739260612
.899,0.349699368,1.69127414,0.186330641,0.812047332,1.73041529,0.200520791,0.0182827946,1.72631879,0.848141119,0.730194348,0.729781706,0.741478378
.899,0.320556739,4.72053194,0.19362176,0.737929717,4.75734435,0.195895377,0.0157993106,4.86731452,1.27340951,0.726736974,0.727047714,0.737315095
.899,0.310274185,7.68904963,0.187135345,0.690329814,7.73534798,0.201578668,0.0184859154,7.73173427,0.967625059,0.72879295,0.729370657,0.738743866
.899,0.326209814,3.00041113,0.17050709,0.697226423,3.03358962,0.187445207,0.0166125582,3.07168999,1.8884321,0.726510452,0.726329209,0.736967545
.899,0.28425062,6.01479751,0.20545631,0.710492755,6.05397783,0.190248879,0.0174033578,6.06500185,1.01101266,0.722587328,0.72371895,0.73367002
.899,0.318086984,9.02984528,0.21813992,0.798890606,9.07101915,0.202619793,0.016479525,9.0136064,1.24910501,0.728101,0.728812,0.739058104
